序號,縣市,監測日期,測站,"二氧化硫<br />SO2<br />(ppb)","一氧化碳<br />CO<br />(ppm)","臭氧<br />O3<br />(ppb)","懸浮微粒<br />PM 10 <br />(μg/m 3 )","細懸浮微粒<br />PM 2.5 <br />(μg/m 3 )","氮氧化物<br />NOx<br />(ppb)","一氧化氮<br />NO<br />(ppb)","二氧化氮<br />NO2<br />(ppb)","總碳氫化合物<br />THC<br />(ppm)","非甲烷碳氫化合物<br />NMHC<br />(ppm)","甲烷<br />CH4<br />(ppm)","風速<br />WIND_SPEED<br />(m/sec)","小時風速值<br />WS_HR<br />(m/sec)","溫度<br />AMB_TEMP<br />(℃)","相對濕度<br />RH<br />(percent)"
456,臺北市,2015/05/13,中山,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-
457,臺北市,2015/05/13,中山,5.1,1.05,26.2,51.0,-,60,14.63,45.08,-,-,-,1.27,-,27.36,60.31
458,臺北市,2015/05/12,中山,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-
459,臺北市,2015/05/12,中山,2.9,0.59,29.5,51.0,-,33,7.05,26.37,-,-,-,2.34,-,22.97,71.78
460,臺北市,2015/05/11,中山,-,-,-,-,27,-,-,-,-,-,-,-,-,-,-
461,臺北市,2015/05/11,中山,3.8,1.18,7.2,51.0,-,58,25.23,32.37,-,-,-,1.39,-,27.7,77.43
462,臺北市,2015/05/10,中山,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-
463,臺北市,2015/05/10,中山,5.7,0.5,27.3,24.0,-,26,7.34,18.89,-,-,-,2.57,-,26.31,79.38
464,臺北市,2015/05/09,中山,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-
465,臺北市,2015/05/09,中山,4.1,0.67,23.2,37.0,-,32,8.16,23.99,-,-,-,2.41,-,26.6,79.51
466,臺北市,2015/05/08,中山,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-
467,臺北市,2015/05/08,中山,3.2,1.03,27.6,42.0,-,48,15.14,32.83,-,-,-,1.61,-,26.8,76.97
468,臺北市,2015/05/07,中山,-,-,-,-,38,-,-,-,-,-,-,-,-,-,-
469,臺北市,2015/05/07,中山,5.5,1.1,19.6,51.0,-,52,21.25,30.26,-,-,-,2.17,-,25.18,82.29
470,臺北市,2015/05/06,中山,-,-,-,-,37,-,-,-,-,-,-,-,-,-,-
471,臺北市,2015/05/06,中山,5.1,1.51,7.1,50.0,-,77,30.25,46.55,-,-,-,1.16,-,24.57,83.41
472,臺北市,2015/05/05,中山,4.0,0.63,30.0,18.0,-,41,7.36,33.5,-,-,-,2.4,-,20.41,90.2
473,臺北市,2015/05/04,中山,4.5,0.57,37.9,32.0,-,30,5.27,24.76,-,-,-,2.88,-,22.0,83.94
474,臺北市,2015/05/03,中山,4.8,0.71,15.3,33.0,-,35,12.61,22.55,-,-,-,2.02,-,28.27,71.79
475,臺北市,2015/05/02,中山,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-
476,臺北市,2015/05/02,中山,3.3,0.7,30.0,36.0,-,30,6.33,23.99,-,-,-,1.67,-,27.65,71.19
477,臺北市,2015/05/01,中山,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-
478,臺北市,2015/05/01,中山,2.8,0.83,33.3,50.0,-,44,9.37,34.68,-,-,-,1.48,-,25.57,73.42
479,臺北市,2015/04/30,中山,-,-,-,-,41,-,-,-,-,-,-,-,-,-,-
480,臺北市,2015/04/30,中山,11.3,0.57,41.5,55.0,-,33,5.67,27.32,2.05,0.144,1.903,2.67,2.46,24.74,74.01
481,臺北市,2015/04/29,中山,4.5,0.85,17.9,40.0,-,41,14.99,25.53,2.24,0.254,1.983,1.87,0.94,26.61,77.01
482,臺北市,2015/04/28,中山,-,-,-,-,34,-,-,-,-,-,-,-,-,-,-
483,臺北市,2015/04/28,中山,4.6,0.87,22.5,50.0,-,39,12.32,26.39,2.25,0.274,1.976,1.98,0.91,26.17,75.99
484,臺北市,2015/04/27,中山,3.3,0.84,29.7,43.0,-,39,10.46,28.79,2.22,0.252,1.97,1.59,1.0,26.57,69.11
485,臺北市,2015/04/26,中山,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-
486,臺北市,2015/04/26,中山,2.2,0.47,43.2,32.0,-,21,3.32,17.59,2.01,0.117,1.89,2.31,2.0,25.33,65.29
487,臺北市,2015/04/25,中山,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-
488,臺北市,2015/04/25,中山,4.1,0.42,46.2,40.0,-,22,2.55,19.33,1.99,0.107,1.878,3.15,2.74,23.21,69.74
489,臺北市,2015/04/24,中山,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-
490,臺北市,2015/04/24,中山,3.6,0.62,28.8,-,-,34,8.33,25.64,2.14,0.189,1.949,2.16,1.65,23.93,77.27
491,臺北市,2015/04/23,中山,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-
492,臺北市,2015/04/23,中山,2.2,0.55,39.0,49.0,-,28,4.78,22.93,2.02,0.152,1.871,2.72,2.34,23.37,73.57
493,臺北市,2015/04/22,中山,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-
494,臺北市,2015/04/22,中山,2.2,0.54,34.3,46.0,-,31,5.61,25.23,2.05,0.149,1.904,2.44,2.05,20.21,76.56
495,臺北市,2015/04/21,中山,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-
496,臺北市,2015/04/21,中山,1.7,0.59,37.4,56.0,-,30,4.98,24.82,2.03,0.144,1.89,2.62,2.21,19.05,84.82
497,臺北市,2015/04/20,中山,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-
498,臺北市,2015/04/20,中山,3.0,1.04,13.1,55.0,-,49,22.63,26.06,2.34,0.332,2.006,2.27,1.55,26.27,70.68
499,臺北市,2015/04/19,中山,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-
500,臺北市,2015/04/19,中山,3.3,0.84,9.5,58.0,-,45,18.79,26.5,2.35,0.257,2.094,1.42,0.84,27.08,78.37
501,臺北市,2015/04/18,中山,-,-,-,-,41,-,-,-,-,-,-,-,-,-,-
502,臺北市,2015/04/18,中山,3.8,1.08,18.2,97.0,-,58,22.43,35.4,2.59,0.387,2.198,1.35,0.56,25.92,80.45
503,臺北市,2015/04/17,中山,-,-,-,-,37,-,-,-,-,-,-,-,-,-,-
504,臺北市,2015/04/17,中山,2.7,1.03,19.1,90.0,-,52,16.77,35.63,2.41,0.348,2.062,1.61,0.93,24.03,77.53
505,臺北市,2015/04/16,中山,-,-,-,-,35,-,-,-,-,-,-,-,-,-,-
506,臺北市,2015/04/16,中山,4.8,1.0,34.9,83.0,-,54,14.31,39.45,2.45,0.345,2.099,1.55,0.87,24.24,60.48
507,臺北市,2015/04/15,中山,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-
508,臺北市,2015/04/15,中山,3.9,0.96,33.3,70.0,-,59,14.62,44.44,2.44,0.343,2.101,1.45,0.79,21.41,46.41
509,臺北市,2015/04/14,中山,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-
510,臺北市,2015/04/14,中山,4.1,0.87,29.2,84.0,-,53,14.26,38.85,2.33,0.303,2.028,1.91,1.14,19.52,51.71
511,臺北市,2015/04/13,中山,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-
512,臺北市,2015/04/13,中山,2.2,0.77,28.0,63.0,-,44,10.83,32.76,2.3,0.237,2.064,1.58,1.22,19.21,69.88
513,臺北市,2015/04/12,中山,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-
514,臺北市,2015/04/12,中山,2.0,0.86,14.8,48.0,-,47,10.22,37.13,2.43,0.291,2.139,1.09,0.67,18.2,93.72
515,臺北市,2015/04/11,中山,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-
516,臺北市,2015/04/11,中山,1.6,0.54,31.1,46.0,-,35,6.22,28.29,2.09,0.149,1.94,2.12,1.83,16.75,89.35
517,臺北市,2015/04/10,中山,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-
518,臺北市,2015/04/10,中山,1.4,0.53,29.6,33.0,-,31,6.34,24.78,2.05,0.155,1.894,2.49,2.1,17.93,87.98
519,臺北市,2015/04/09,中山,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-
520,臺北市,2015/04/09,中山,2.3,0.58,26.3,34.0,-,33,7.32,25.5,2.1,0.193,1.907,2.48,2.18,17.85,87.61
521,臺北市,2015/04/08,中山,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-
522,臺北市,2015/04/08,中山,1.5,0.49,29.5,30.0,-,28,5.49,22.61,2.03,0.157,1.87,2.4,2.08,16.37,80.55
523,臺北市,2015/04/07,中山,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-
524,臺北市,2015/04/07,中山,1.3,0.54,32.0,28.0,-,26,6.07,20.06,2.01,0.128,1.876,2.65,2.23,20.26,76.57
525,臺北市,2015/04/06,中山,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-
526,臺北市,2015/04/06,中山,4.8,0.56,17.0,54.0,-,28,8.37,19.19,2.13,0.18,1.949,1.94,1.25,28.3,69.34
527,臺北市,2015/04/05,中山,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-
528,臺北市,2015/04/05,中山,4.8,0.61,28.1,65.0,-,29,6.97,22.47,2.19,0.199,1.992,1.67,1.1,28.55,68.72
529,臺北市,2015/04/04,中山,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-
530,臺北市,2015/04/04,中山,4.7,0.71,23.1,68.0,-,36,9.5,26.54,2.24,0.225,2.01,1.53,0.71,27.76,70.48
531,臺北市,2015/04/03,中山,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-
532,臺北市,2015/04/03,中山,6.4,0.67,27.3,74.0,-,37,9.7,27.74,2.2,0.235,1.97,1.75,0.91,27.82,70.41
533,臺北市,2015/04/02,中山,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-
534,臺北市,2015/04/02,中山,5.8,0.88,22.8,71.0,-,46,15.2,30.96,2.39,0.311,2.074,1.68,0.94,27.08,74.63
535,臺北市,2015/04/01,中山,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-
536,臺北市,2015/04/01,中山,4.6,0.97,18.8,78.0,-,50,16.85,33.32,2.41,0.347,2.066,1.58,0.89,26.81,74.94
537,臺北市,2015/03/31,中山,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-
538,臺北市,2015/03/31,中山,3.1,1.04,21.9,72.0,-,54,18.46,35.38,-,-,-,1.45,-,25.99,71.35
539,臺北市,2015/03/30,中山,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-
540,臺北市,2015/03/30,中山,3.9,0.99,28.9,55.0,-,51,14.25,36.9,-,-,-,1.17,-,25.15,66.66
541,臺北市,2015/03/29,中山,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-
542,臺北市,2015/03/29,中山,4.2,0.64,25.0,45.0,-,36,8.25,28.05,-,-,-,1.8,-,22.07,68.54
543,臺北市,2015/03/28,中山,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-
544,臺北市,2015/03/28,中山,3.5,0.64,23.6,45.0,-,40,10.05,29.59,-,-,-,1.79,-,18.44,71.92
545,臺北市,2015/03/27,中山,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-
546,臺北市,2015/03/27,中山,2.4,1.29,10.2,47.0,-,80,41.37,38.56,-,-,-,1.43,-,18.53,88.89
547,臺北市,2015/03/26,中山,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-
548,臺北市,2015/03/26,中山,2.2,0.9,17.9,40.0,-,63,29.28,33.8,-,-,-,1.85,-,19.51,87.03
549,臺北市,2015/03/25,中山,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-
550,臺北市,2015/03/25,中山,2.6,0.44,31.8,41.0,-,31,5.93,25.07,-,-,-,2.74,-,15.73,88.52
551,臺北市,2015/03/24,中山,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-
552,臺北市,2015/03/24,中山,2.4,0.44,38.6,50.0,-,25,5.11,19.53,-,-,-,3.11,-,16.86,82.81
553,臺北市,2015/03/23,中山,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-
554,臺北市,2015/03/23,中山,3.0,0.58,40.6,88.0,-,34,6.58,27.03,-,-,-,2.43,-,18.2,82.43
555,臺北市,2015/03/22,中山,-,-,-,-,41,-,-,-,-,-,-,-,-,-,-
556,臺北市,2015/03/22,中山,3.4,0.56,55.7,109.0,-,19,1.88,17.56,-,-,-,2.74,-,20.05,69.34
557,臺北市,2015/03/21,中山,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-
558,臺北市,2015/03/21,中山,2.0,0.6,32.9,42.0,-,24,3.48,20.63,-,-,-,2.45,-,21.04,81.41
559,臺北市,2015/03/20,中山,-,-,-,-,35,-,-,-,-,-,-,-,-,-,-
560,臺北市,2015/03/20,中山,6.0,0.89,26.7,95.0,-,39,9.89,29.36,-,-,-,2.01,-,24.05,78.65
561,臺北市,2015/03/19,中山,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-
562,臺北市,2015/03/19,中山,11.9,0.77,15.8,88.0,-,48,15.24,32.54,-,-,-,1.96,-,25.63,72.97
563,臺北市,2015/03/18,中山,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-
564,臺北市,2015/03/18,中山,4.6,0.92,15.9,84.0,-,45,15.25,29.88,-,-,-,1.55,-,26.12,73.21
565,臺北市,2015/03/17,中山,-,-,-,-,42,-,-,-,-,-,-,-,-,-,-
566,臺北市,2015/03/17,中山,4.3,1.13,17.3,97.0,-,57,19.1,37.69,-,-,-,1.28,-,24.64,81.05
567,臺北市,2015/03/16,中山,-,-,-,-,40,-,-,-,-,-,-,-,-,-,-
568,臺北市,2015/03/16,中山,9.1,0.99,11.0,90.0,-,59,21.39,37.97,-,-,-,1.33,-,23.43,81.93
569,臺北市,2015/03/15,中山,-,-,-,-,40,-,-,-,-,-,-,-,-,-,-
570,臺北市,2015/03/15,中山,4.8,1.06,20.2,81.0,-,55,18.35,37.03,-,-,-,1.43,-,22.82,75.63
571,臺北市,2015/03/14,中山,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-
572,臺北市,2015/03/14,中山,4.0,1.11,19.1,75.0,-,64,25.33,38.38,-,-,-,1.44,-,21.06,77.84
573,臺北市,2015/03/13,中山,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-
574,臺北市,2015/03/13,中山,3.6,1.22,20.9,-,-,69,30.64,38.75,-,-,-,1.59,-,19.71,78.04
575,臺北市,2015/03/12,中山,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-
576,臺北市,2015/03/12,中山,2.2,0.63,22.2,-,-,40,8.98,31.24,-,-,-,2.07,-,14.77,88.13
577,臺北市,2015/03/11,中山,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-
578,臺北市,2015/03/11,中山,3.1,0.51,22.4,-,-,39,9.91,28.95,-,-,-,2.58,-,13.45,92.77
579,臺北市,2015/03/10,中山,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-
580,臺北市,2015/03/10,中山,2.4,0.5,32.7,-,-,28,5.38,22.19,-,-,-,2.86,-,14.24,80.35
581,臺北市,2015/03/09,中山,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-
582,臺北市,2015/03/09,中山,1.8,0.7,23.8,58.0,-,35,9.16,25.42,-,-,-,2.06,-,18.07,75.34
583,臺北市,2015/03/08,中山,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-
584,臺北市,2015/03/08,中山,4.1,0.73,23.2,36.0,-,37,12.82,24.16,-,-,-,2.18,-,19.88,83.29
585,臺北市,2015/03/07,中山,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-
586,臺北市,2015/03/07,中山,1.8,0.48,26.1,34.0,-,25,4.58,20.85,-,-,-,2.58,-,17.15,85.4
587,臺北市,2015/03/06,中山,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-
588,臺北市,2015/03/06,中山,1.4,0.61,20.5,27.0,-,35,8.72,26.4,-,-,-,2.01,-,16.69,86.44
589,臺北市,2015/03/05,中山,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-
590,臺北市,2015/03/05,中山,4.9,0.65,20.8,31.0,-,39,12.53,26.07,-,-,-,2.51,-,17.04,87.57
591,臺北市,2015/03/04,中山,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-
592,臺北市,2015/03/04,中山,2.3,0.73,27.0,49.0,-,30,6.82,23.36,-,-,-,2.62,-,15.36,82.49
593,臺北市,2015/03/03,中山,-,-,-,-,44,-,-,-,-,-,-,-,-,-,-
594,臺北市,2015/03/03,中山,4.1,1.3,22.8,95.0,-,66,30.75,35.31,-,-,-,1.74,-,19.92,76.49
595,臺北市,2015/03/02,中山,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-
596,臺北市,2015/03/02,中山,4.2,0.88,16.1,77.0,-,46,17.98,28.31,-,-,-,2.25,-,16.03,80.47
597,臺北市,2015/03/01,中山,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-
598,臺北市,2015/03/01,中山,1.3,0.46,23.1,33.0,-,21,5.2,16.18,-,-,-,2.2,-,14.87,78.33
599,臺北市,2015/02/28,中山,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-
600,臺北市,2015/02/28,中山,1.7,0.54,25.5,38.0,-,28,6.52,21.66,-,-,-,1.72,-,19.09,83.83
601,臺北市,2015/02/27,中山,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-
602,臺北市,2015/02/27,中山,2.8,0.55,25.6,34.0,-,26,6.28,20.02,-,-,-,2.29,-,20.49,84.47
603,臺北市,2015/02/26,中山,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-
604,臺北市,2015/02/26,中山,2.8,1.12,9.5,62.0,-,58,27.73,29.82,-,-,-,1.71,-,20.13,84.3
605,臺北市,2015/02/25,中山,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-
606,臺北市,2015/02/25,中山,3.2,1.29,11.0,88.0,-,68,29.76,37.78,-,-,-,1.41,-,20.95,81.29
607,臺北市,2015/02/24,中山,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-
608,臺北市,2015/02/24,中山,4.5,0.91,16.3,61.0,-,48,17.54,30.34,-,-,-,1.86,-,18.83,86.51
609,臺北市,2015/02/23,中山,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-
610,臺北市,2015/02/23,中山,3.1,0.87,15.5,64.0,-,36,14.26,22.04,-,-,-,1.68,-,19.84,86.5
611,臺北市,2015/02/22,中山,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-
612,臺北市,2015/02/22,中山,2.9,0.56,23.7,59.0,-,24,4.15,20.27,-,-,-,1.86,-,20.3,83.07
613,臺北市,2015/02/21,中山,-,-,-,-,34,-,-,-,-,-,-,-,-,-,-
614,臺北市,2015/02/21,中山,2.9,0.88,24.5,72.0,-,46,14.14,31.64,-,-,-,1.17,-,21.37,70.01
615,臺北市,2015/02/20,中山,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-
616,臺北市,2015/02/20,中山,2.5,0.58,27.3,52.0,-,34,8.72,24.79,-,-,-,1.58,-,19.63,69.58
617,臺北市,2015/02/19,中山,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-
618,臺北市,2015/02/19,中山,3.3,0.4,45.5,96.0,-,16,2.28,14.02,-,-,-,3.27,-,17.33,65.93
619,臺北市,2015/02/18,中山,-,-,-,-,39,-,-,-,-,-,-,-,-,-,-
620,臺北市,2015/02/18,中山,3.0,0.51,46.8,133.0,-,17,2.12,14.84,-,-,-,3.21,-,18.41,65.79
621,臺北市,2015/02/17,中山,-,-,-,-,44,-,-,-,-,-,-,-,-,-,-
622,臺北市,2015/02/17,中山,4.8,0.8,41.2,95.0,-,29,4.59,24.58,-,-,-,2.66,-,19.9,71.09
623,臺北市,2015/02/16,中山,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-
624,臺北市,2015/02/16,中山,2.6,1.05,20.6,62.0,-,50,15.9,33.66,-,-,-,2.03,-,19.84,80.44
625,臺北市,2015/02/15,中山,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-
626,臺北市,2015/02/15,中山,3.4,0.97,26.3,84.0,-,54,16.82,37.28,-,-,-,1.51,-,20.62,64.8
627,臺北市,2015/02/14,中山,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-
628,臺北市,2015/02/14,中山,1.9,0.62,37.6,94.0,-,30,4.23,25.59,-,-,-,2.32,-,20.91,54.62
629,臺北市,2015/02/13,中山,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-
630,臺北市,2015/02/13,中山,3.1,0.86,25.5,110.0,-,52,11.71,40.45,-,-,-,2.14,-,17.88,52.44
631,臺北市,2015/02/12,中山,-,-,-,-,38,-,-,-,-,-,-,-,-,-,-
632,臺北市,2015/02/12,中山,5.2,1.16,17.5,111.0,-,72,27.44,44.26,-,-,-,1.61,-,16.8,54.95
633,臺北市,2015/02/11,中山,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-
634,臺北市,2015/02/11,中山,3.9,1.1,12.3,55.0,-,69,30.22,38.92,-,-,-,1.29,-,16.03,72.03
635,臺北市,2015/02/10,中山,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-
636,臺北市,2015/02/10,中山,2.8,0.63,17.2,43.0,-,46,16.72,29.25,-,-,-,2.03,-,14.39,66.6
637,臺北市,2015/02/09,中山,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-
638,臺北市,2015/02/09,中山,1.7,0.51,22.2,48.0,-,35,10.66,23.97,-,-,-,1.76,-,12.11,69.14
639,臺北市,2015/02/08,中山,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-
640,臺北市,2015/02/08,中山,3.8,0.53,36.9,84.0,-,25,3.82,20.92,-,-,-,1.97,-,14.22,67.23
641,臺北市,2015/02/07,中山,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-
642,臺北市,2015/02/07,中山,2.9,0.88,17.7,52.0,-,51,17.74,33.3,-,-,-,1.48,-,17.59,78.93
643,臺北市,2015/02/06,中山,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-
644,臺北市,2015/02/06,中山,2.7,0.69,15.5,54.0,-,50,18.32,31.75,-,-,-,2.13,-,13.0,81.86
645,臺北市,2015/02/05,中山,-,-,-,-,62,-,-,-,-,-,-,-,-,-,-
646,臺北市,2015/02/05,中山,4.4,0.81,28.7,113.0,-,35,7.29,27.7,-,-,-,1.69,-,13.05,69.97
647,臺北市,2015/02/04,中山,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-
648,臺北市,2015/02/04,中山,1.8,0.71,17.7,41.0,-,37,13.17,23.75,-,-,-,1.74,-,15.95,83.5
649,臺北市,2015/02/03,中山,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-
650,臺北市,2015/02/03,中山,2.7,0.62,17.6,28.0,-,36,11.2,24.54,-,-,-,1.9,-,17.58,89.35
651,臺北市,2015/02/02,中山,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-
652,臺北市,2015/02/02,中山,2.7,0.54,23.8,36.0,-,29,8.23,20.87,-,-,-,2.57,-,18.3,77.04
653,臺北市,2015/02/01,中山,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-
654,臺北市,2015/02/01,中山,1.9,0.42,25.5,32.0,-,23,6.12,16.9,-,-,-,2.96,-,16.08,77.14
655,臺北市,2015/01/31,中山,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-
656,臺北市,2015/01/31,中山,2.5,0.69,21.7,39.0,-,29,8.05,21.09,-,-,-,2.45,-,14.92,79.84
657,臺北市,2015/01/30,中山,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-
658,臺北市,2015/01/30,中山,1.7,0.56,19.8,37.0,-,31,10.82,20.35,-,-,-,1.87,-,17.49,75.37
659,臺北市,2015/01/29,中山,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-
660,臺北市,2015/01/29,中山,3.8,0.66,18.6,42.0,-,41,14.93,25.94,-,-,-,2.1,-,18.81,80.8
661,臺北市,2015/01/28,中山,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-
662,臺北市,2015/01/28,中山,1.9,0.6,22.5,40.0,-,31,9.13,22.04,-,-,-,2.66,-,15.68,84.71
663,臺北市,2015/01/27,中山,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-
664,臺北市,2015/01/27,中山,1.2,0.77,27.9,53.0,-,35,7.83,27.18,-,-,-,2.03,-,17.9,86.29
665,臺北市,2015/01/26,中山,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-
666,臺北市,2015/01/26,中山,3.4,0.96,12.8,69.0,-,60,23.34,36.26,-,-,-,1.34,-,19.45,77.94
667,臺北市,2015/01/25,中山,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-
668,臺北市,2015/01/25,中山,4.1,0.98,15.7,79.0,-,58,20.32,38.14,-,-,-,1.34,-,20.2,63.98
669,臺北市,2015/01/24,中山,-,-,-,-,39,-,-,-,-,-,-,-,-,-,-
670,臺北市,2015/01/24,中山,3.8,1.24,17.7,89.0,-,79,35.06,43.99,-,-,-,1.5,-,18.37,59.9
671,臺北市,2015/01/23,中山,-,-,-,-,43,-,-,-,-,-,-,-,-,-,-
672,臺北市,2015/01/23,中山,4.2,0.92,25.1,92.0,-,48,12.26,35.65,-,-,-,2.07,-,15.97,58.87
673,臺北市,2015/01/22,中山,-,-,-,-,46,-,-,-,-,-,-,-,-,-,-
674,臺北市,2015/01/22,中山,4.2,0.98,24.4,109.0,-,52,13.44,38.13,-,-,-,1.63,-,15.67,63.38
675,臺北市,2015/01/21,中山,-,-,-,-,34,-,-,-,-,-,-,-,-,-,-
676,臺北市,2015/01/21,中山,3.2,1.0,17.8,88.0,-,53,18.13,34.59,-,-,-,1.54,-,18.53,74.01
677,臺北市,2015/01/20,中山,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-
678,臺北市,2015/01/20,中山,3.1,0.77,28.8,103.0,-,39,10.27,29.18,-,-,-,2.48,-,18.88,63.04
679,臺北市,2015/01/19,中山,-,-,-,-,35,-,-,-,-,-,-,-,-,-,-
680,臺北市,2015/01/19,中山,3.9,0.65,35.2,97.0,-,31,6.0,24.54,-,-,-,2.6,-,16.63,57.94
681,臺北市,2015/01/18,中山,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-
682,臺北市,2015/01/18,中山,2.4,0.53,27.3,62.0,-,25,6.74,18.33,-,-,-,2.16,-,17.34,64.17
683,臺北市,2015/01/17,中山,-,-,-,-,61,-,-,-,-,-,-,-,-,-,-
684,臺北市,2015/01/17,中山,4.6,0.73,30.3,122.0,-,29,5.89,22.82,-,-,-,2.39,-,15.94,59.57
685,臺北市,2015/01/16,中山,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-
686,臺北市,2015/01/16,中山,2.8,0.65,23.2,53.0,-,37,11.39,25.56,-,-,-,2.07,-,17.91,68.72
687,臺北市,2015/01/15,中山,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-
688,臺北市,2015/01/15,中山,2.2,0.69,16.1,53.0,-,41,13.99,26.63,-,-,-,1.95,-,16.64,67.95
689,臺北市,2015/01/14,中山,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-
690,臺北市,2015/01/14,中山,2.0,0.75,18.9,38.0,-,42,15.02,26.73,-,-,-,1.78,-,16.92,79.32
691,臺北市,2015/01/13,中山,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-
692,臺北市,2015/01/13,中山,1.7,0.56,32.3,46.0,-,28,7.27,20.37,-,-,-,3.28,-,20.66,68.71
693,臺北市,2015/01/12,中山,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-
