序號,縣市,監測日期,測站,"二氧化硫<br />SO2<br />(ppb)","一氧化碳<br />CO<br />(ppm)","臭氧<br />O3<br />(ppb)","懸浮微粒<br />PM 10 <br />(μg/m 3 )","細懸浮微粒<br />PM 2.5 <br />(μg/m 3 )","氮氧化物<br />NOx<br />(ppb)","一氧化氮<br />NO<br />(ppb)","二氧化氮<br />NO2<br />(ppb)","總碳氫化合物<br />THC<br />(ppm)","非甲烷碳氫化合物<br />NMHC<br />(ppm)","甲烷<br />CH4<br />(ppm)","風速<br />WIND_SPEED<br />(m/sec)","小時風速值<br />WS_HR<br />(m/sec)","溫度<br />AMB_TEMP<br />(℃)","相對濕度<br />RH<br />(percent)"
205,臺北市,2018/06/08,中山,3.5,0.36,9.4,26.0,9,23,10.42,12.67,1.85,0.109,1.739,2.63,2.08,30.54,74.29
206,臺北市,2018/06/07,中山,3.8,0.39,15.3,24.0,11,23,8.74,13.87,1.86,0.113,1.751,2.63,2.14,29.92,75.45
207,臺北市,2018/06/06,中山,2.6,0.5,22.4,31.0,19,26,5.28,20.54,1.97,0.15,1.823,1.8,1.4,28.95,79.2
208,臺北市,2018/06/05,中山,3.1,0.53,27.0,34.0,19,28,6.47,21.39,-,-,-,1.59,1.1,30.0,72.72
209,臺北市,2018/06/04,中山,4.4,0.44,29.4,28.0,17,24,5.0,19.3,-,-,-,2.28,1.81,28.72,76.03
210,臺北市,2018/06/03,中山,1.4,0.38,33.6,30.0,18,15,2.3,13.19,1.97,0.094,1.873,2.1,1.7,27.3,79.76
211,臺北市,2018/06/02,中山,2.0,0.38,44.4,35.0,17,19,2.52,16.04,1.94,0.087,1.854,2.38,2.02,25.53,73.79
212,臺北市,2018/06/01,中山,2.2,0.46,47.2,23.0,12,23,3.44,19.25,1.96,0.106,1.856,2.7,2.25,25.28,79.03
213,臺北市,2018/05/31,中山,2.6,0.53,22.9,33.0,21,26,7.34,18.77,2.05,0.181,1.87,2.14,1.62,30.42,71.75
214,臺北市,2018/05/30,中山,3.9,0.53,30.1,35.0,23,27,4.87,21.8,2.08,0.202,1.876,1.82,1.45,29.96,72.92
215,臺北市,2018/05/29,中山,2.4,0.53,27.0,43.0,22,29,6.3,22.33,2.06,0.193,1.867,1.91,1.31,30.39,71.88
216,臺北市,2018/05/28,中山,3.4,0.46,20.1,39.0,22,25,6.69,18.79,1.99,0.16,1.832,2.1,1.57,30.7,71.09
217,臺北市,2018/05/27,中山,2.6,0.4,28.0,37.0,20,23,5.08,17.84,1.98,0.131,1.846,2.0,1.43,30.92,66.5
218,臺北市,2018/05/26,中山,3.8,0.63,19.6,44.0,19,36,11.22,24.83,2.13,0.227,1.903,1.8,1.19,30.96,65.99
219,臺北市,2018/05/25,中山,3.8,0.7,23.0,49.0,25,35,10.34,24.47,2.17,0.243,1.925,1.84,1.35,29.67,70.39
220,臺北市,2018/05/24,中山,5.6,0.59,36.7,52.0,18,32,5.59,26.27,2.03,0.159,1.868,1.89,1.5,27.46,66.94
221,臺北市,2018/05/23,中山,3.6,0.66,23.8,45.0,23,33,8.52,24.09,2.18,0.217,1.964,2.4,1.77,27.45,73.15
222,臺北市,2018/05/22,中山,6.9,0.6,29.0,49.0,30,33,7.19,26.22,2.1,0.2,1.898,1.76,1.47,29.6,63.52
223,臺北市,2018/05/21,中山,2.5,0.49,25.2,31.0,17,25,6.07,19.41,1.96,0.134,1.822,1.98,1.51,29.21,68.99
224,臺北市,2018/05/20,中山,5.0,0.44,20.5,40.0,24,23,5.72,17.68,2.01,0.139,1.866,2.03,1.51,30.11,71.97
225,臺北市,2018/05/19,中山,5.1,0.47,25.6,47.0,28,26,3.66,22.54,2.01,0.151,1.859,1.74,1.36,29.63,74.09
226,臺北市,2018/05/18,中山,4.5,0.55,27.2,46.0,24,31,5.19,25.46,2.09,0.196,1.898,1.72,1.27,30.8,69.68
227,臺北市,2018/05/17,中山,4.8,0.55,18.6,45.0,22,31,7.86,23.34,2.11,0.207,1.9,1.76,1.4,30.64,73.41
228,臺北市,2018/05/16,中山,4.1,0.58,18.9,47.0,23,31,7.29,24.03,2.13,0.208,1.917,1.77,1.35,29.63,75.11
229,臺北市,2018/05/15,中山,4.7,0.71,22.7,57.0,33,34,6.12,27.54,2.22,0.237,1.982,1.59,1.22,28.79,74.93
230,臺北市,2018/05/14,中山,4.3,0.66,28.1,51.0,29,31,6.76,23.89,2.2,0.196,2.002,1.64,1.07,28.88,71.11
231,臺北市,2018/05/13,中山,3.6,0.58,30.8,49.0,28,26,3.25,22.46,2.18,0.167,2.013,1.74,1.37,28.65,70.29
232,臺北市,2018/05/12,中山,5.0,0.61,31.6,45.0,26,31,4.14,27.04,2.18,0.195,1.988,1.65,1.13,27.43,69.65
233,臺北市,2018/05/11,中山,1.8,0.48,29.4,37.0,15,29,5.73,23.48,2.03,0.147,1.882,1.92,1.63,26.15,62.95
234,臺北市,2018/05/10,中山,3.6,0.38,39.0,53.0,13,24,4.83,19.06,1.99,0.101,1.884,2.55,1.99,23.61,63.82
235,臺北市,2018/05/09,中山,1.6,0.42,37.8,32.0,12,24,4.62,19.11,1.99,0.104,1.883,2.2,1.78,23.35,70.4
236,臺北市,2018/05/08,中山,2.0,0.59,28.3,22.0,10,29,8.04,21.44,2.09,0.177,1.914,2.27,1.65,25.5,79.06
237,臺北市,2018/05/07,中山,5.0,0.7,10.3,36.0,17,40,11.37,28.46,2.21,0.224,1.983,1.54,1.14,28.96,73.53
238,臺北市,2018/05/06,中山,2.7,0.59,30.3,44.0,21,26,4.49,21.15,2.13,0.161,1.973,1.63,1.12,28.11,70.23
239,臺北市,2018/05/05,中山,1.9,0.6,41.7,42.0,20,29,2.89,26.18,2.13,0.163,1.965,1.3,0.98,26.87,66.89
240,臺北市,2018/05/04,中山,0.6,0.41,41.7,33.0,13,21,3.0,18.49,1.98,0.105,1.873,2.99,2.57,24.39,62.75
241,臺北市,2018/05/03,中山,2.7,0.55,48.0,56.0,31,-,-,-,2.1,0.144,1.951,2.68,2.14,22.7,74.82
242,臺北市,2018/05/02,中山,3.2,0.63,22.1,47.0,27,32,7.59,24.41,2.08,0.192,1.885,1.86,1.37,28.84,72.16
243,臺北市,2018/05/01,中山,3.9,0.68,25.1,49.0,30,30,4.68,24.84,2.16,0.187,1.968,1.5,1.2,27.77,74.18
244,臺北市,2018/04/30,中山,3.5,0.75,28.4,47.0,26,34,7.7,26.39,2.18,0.198,1.984,1.57,1.19,26.98,75.27
245,臺北市,2018/04/29,中山,3.0,0.65,45.4,55.0,34,26,2.08,23.77,2.15,0.153,1.994,1.56,1.19,26.23,74.73
246,臺北市,2018/04/28,中山,0.6,0.54,50.7,46.0,23,23,2.23,20.35,2.02,0.122,1.895,2.16,1.78,24.62,71.77
247,臺北市,2018/04/27,中山,4.3,0.77,29.4,47.0,24,40,7.59,32.15,2.21,0.215,1.993,1.67,1.26,24.09,74.37
248,臺北市,2018/04/26,中山,3.8,0.51,46.5,39.0,20,27,3.56,23.71,2.02,0.127,1.89,2.43,2.09,23.18,66.78
249,臺北市,2018/04/25,中山,2.6,0.53,45.1,45.0,21,25,3.33,21.23,2.0,0.118,1.878,2.41,2.0,21.26,69.73
250,臺北市,2018/04/24,中山,0.7,0.6,18.3,24.0,14,29,7.08,22.2,2.13,0.195,1.938,2.09,1.71,23.54,83.89
251,臺北市,2018/04/23,中山,3.3,0.61,23.0,31.0,19,29,5.56,23.08,2.13,0.194,1.935,1.7,1.25,28.29,68.53
252,臺北市,2018/04/22,中山,1.5,0.65,26.8,46.0,24,30,5.42,24.22,2.2,0.185,2.01,1.42,0.9,27.78,66.78
253,臺北市,2018/04/21,中山,2.0,0.62,37.8,53.0,30,28,3.47,24.93,2.12,0.172,1.946,1.59,1.08,26.49,67.34
254,臺北市,2018/04/20,中山,1.2,0.44,31.1,45.0,14,24,6.76,17.64,1.99,0.117,1.872,2.56,2.16,25.14,65.76
255,臺北市,2018/04/19,中山,0.6,0.52,32.5,53.0,16,27,5.25,21.41,2.09,0.147,1.943,2.06,1.56,24.51,65.95
256,臺北市,2018/04/18,中山,4.6,0.49,38.9,54.0,18,29,3.28,25.29,2.02,0.127,1.895,2.34,1.82,20.58,70.65
257,臺北市,2018/04/17,中山,2.2,0.57,33.7,48.0,17,36,5.56,30.35,2.05,0.153,1.895,2.07,1.77,17.6,83.59
258,臺北市,2018/04/16,中山,3.0,0.45,43.2,91.0,19,27,5.49,21.24,1.97,0.104,1.868,3.05,2.49,19.78,64.84
259,臺北市,2018/04/15,中山,0.7,0.41,37.6,66.0,17,19,4.28,15.05,1.97,0.089,1.881,2.7,2.15,19.55,83.38
260,臺北市,2018/04/14,中山,3.0,0.79,5.4,40.0,20,46,19.03,27.06,2.27,0.275,1.993,1.23,0.84,26.35,85.29
261,臺北市,2018/04/13,中山,3.2,0.84,22.9,41.0,23,44,12.8,31.42,2.3,0.273,2.028,1.43,0.94,27.13,76.58
262,臺北市,2018/04/12,中山,3.5,0.94,12.0,46.0,27,53,20.55,32.78,2.39,0.358,2.036,1.25,0.87,25.54,80.16
263,臺北市,2018/04/11,中山,5.3,0.81,28.9,56.0,25,42,9.17,32.6,2.26,0.259,1.997,1.47,1.02,25.8,65.35
264,臺北市,2018/04/10,中山,2.6,0.61,41.5,54.0,22,36,4.71,31.65,2.12,0.185,1.938,1.61,1.33,23.69,58.54
265,臺北市,2018/04/09,中山,1.7,0.56,33.6,41.0,15,32,6.25,25.65,2.08,0.15,1.932,1.62,1.09,22.33,59.03
266,臺北市,2018/04/08,中山,1.9,0.43,44.0,67.0,16,20,2.26,17.3,2.02,0.099,1.921,2.35,2.1,19.65,55.43
267,臺北市,2018/04/07,中山,1.3,0.43,41.7,144.0,28,19,2.26,16.81,2.0,0.095,1.907,1.61,1.19,15.91,63.73
268,臺北市,2018/04/06,中山,2.7,0.48,24.0,56.0,19,21,4.4,16.43,2.07,0.126,1.941,1.86,1.43,20.65,74.29
269,臺北市,2018/04/05,中山,2.1,0.48,26.8,43.0,22,24,5.27,18.53,2.08,0.134,1.944,1.6,1.21,25.95,67.88
270,臺北市,2018/04/04,中山,2.9,0.57,28.6,54.0,25,29,6.89,22.6,2.13,0.167,1.965,1.44,1.1,25.3,69.6
271,臺北市,2018/04/03,中山,2.0,0.64,25.1,68.0,29,36,10.98,24.84,2.13,0.183,1.951,1.74,1.27,25.08,69.23
272,臺北市,2018/04/02,中山,3.0,0.58,39.1,81.0,30,27,5.99,20.97,2.1,0.151,1.949,1.79,1.24,24.98,63.73
273,臺北市,2018/04/01,中山,0.6,0.38,38.9,72.0,24,18,3.86,13.73,1.96,0.089,1.875,2.24,1.8,25.06,53.07
274,臺北市,2018/03/31,中山,2.7,0.43,29.8,47.0,19,23,5.75,17.29,2.0,0.124,1.877,2.65,2.21,24.23,61.32
275,臺北市,2018/03/30,中山,1.6,0.45,25.2,32.0,12,25,6.65,18.14,1.98,0.125,1.856,2.46,1.98,24.09,62.9
276,臺北市,2018/03/29,中山,1.0,0.41,26.7,31.0,13,22,6.21,15.29,1.98,0.123,1.852,2.64,2.24,25.39,58.51
277,臺北市,2018/03/28,中山,3.3,0.5,26.9,31.0,15,27,7.59,19.59,2.02,0.128,1.889,1.92,1.47,23.77,71.74
278,臺北市,2018/03/27,中山,1.6,0.65,20.0,47.0,22,36,8.96,27.08,2.19,0.204,1.983,1.44,0.92,22.03,72.38
279,臺北市,2018/03/26,中山,3.0,0.6,38.7,61.0,25,31,6.14,25.22,2.13,0.174,1.952,1.84,1.32,23.16,57.56
280,臺北市,2018/03/25,中山,1.0,0.39,45.6,57.0,17,17,2.21,14.94,1.98,0.086,1.893,2.83,2.43,22.87,51.06
281,臺北市,2018/03/24,中山,0.6,0.5,49.5,57.0,23,21,2.75,17.93,2.05,0.117,1.929,2.54,2.17,21.66,52.38
282,臺北市,2018/03/23,中山,2.6,0.59,28.9,43.0,18,36,9.02,27.16,2.13,0.176,1.957,1.76,1.22,18.84,54.39
283,臺北市,2018/03/22,中山,2.1,0.56,28.2,29.0,12,32,7.41,24.47,2.07,0.151,1.914,2.11,1.69,15.81,60.76
284,臺北市,2018/03/21,中山,0.8,0.63,28.5,18.0,10,28,8.13,20.36,2.06,0.141,1.916,2.05,1.51,15.76,69.72
285,臺北市,2018/03/20,中山,2.0,0.58,20.9,27.0,15,30,7.46,22.37,2.11,0.161,1.946,1.91,1.33,19.56,89.54
286,臺北市,2018/03/19,中山,2.2,0.94,24.5,61.0,31,46,13.87,31.66,2.4,0.281,2.123,1.6,1.11,24.4,75.2
287,臺北市,2018/03/18,中山,2.8,0.74,22.9,53.0,19,42,12.94,28.66,2.31,0.216,2.097,1.43,1.14,22.81,78.63
288,臺北市,2018/03/17,中山,2.4,0.48,34.3,31.0,14,23,3.9,18.81,2.0,0.11,1.89,2.52,2.12,19.97,84.45
289,臺北市,2018/03/16,中山,2.1,0.74,18.7,33.0,15,39,11.39,27.76,2.27,0.24,2.029,1.65,1.18,20.67,83.25
290,臺北市,2018/03/15,中山,3.5,0.86,16.9,48.0,24,47,15.49,31.92,2.37,0.305,2.061,1.41,0.94,22.52,73.45
291,臺北市,2018/03/14,中山,2.1,0.87,16.9,44.0,23,53,21.13,32.16,2.4,0.31,2.087,1.45,0.98,22.95,65.88
292,臺北市,2018/03/13,中山,2.8,1.02,21.7,46.0,23,58,18.12,40.15,2.49,0.388,2.102,1.46,1.05,21.18,63.05
293,臺北市,2018/03/12,中山,2.8,0.79,23.2,35.0,14,50,13.26,36.27,2.36,0.269,2.095,1.36,0.97,20.7,52.38
294,臺北市,2018/03/11,中山,1.8,0.41,32.1,24.0,11,22,3.62,18.07,2.03,0.11,1.923,2.48,2.19,19.72,49.62
295,臺北市,2018/03/10,中山,3.8,0.42,30.3,29.0,13,25,5.02,19.98,2.03,0.12,1.905,2.17,1.64,16.61,58.79
296,臺北市,2018/03/09,中山,1.1,0.53,30.9,68.0,29,28,6.56,21.36,2.02,0.138,1.879,1.61,0.79,13.88,62.51
297,臺北市,2018/03/08,中山,0.9,0.48,23.4,17.0,9,29,7.93,21.02,2.04,0.135,1.902,1.24,0.57,14.34,86.46
298,臺北市,2018/03/07,中山,1.6,0.46,26.9,30.0,12,28,7.85,19.69,2.02,0.147,1.875,2.13,1.64,19.62,83.27
299,臺北市,2018/03/06,中山,1.6,0.5,27.9,24.0,12,26,6.63,19.81,1.99,0.116,1.87,2.7,2.3,17.39,86.58
300,臺北市,2018/03/05,中山,2.3,0.85,11.0,54.0,27,42,18.23,23.81,2.42,0.334,2.083,1.82,1.23,22.6,85.83
301,臺北市,2018/03/04,中山,5.4,1.39,9.7,73.0,45,73,34.43,39.01,2.99,0.473,2.515,1.14,0.72,24.16,84.37
302,臺北市,2018/03/03,中山,4.2,1.17,12.3,109.0,56,58,19.17,38.91,2.58,0.34,2.243,1.25,0.9,21.74,87.36
303,臺北市,2018/03/02,中山,5.7,1.27,18.5,69.0,33,69,27.82,40.98,2.51,0.359,2.147,1.51,1.15,22.31,79.74
304,臺北市,2018/03/01,中山,1.8,0.95,19.3,25.0,12,50,24.82,25.27,2.45,0.28,2.169,2.32,1.78,21.34,82.01
305,臺北市,2018/02/28,中山,3.6,1.56,3.8,65.0,34,101,61.26,39.66,3.13,0.562,2.566,1.0,0.54,18.44,93.88
306,臺北市,2018/02/27,中山,3.5,0.84,24.9,58.0,25,48,17.35,30.85,2.26,0.255,2.002,1.73,1.4,19.8,78.22
307,臺北市,2018/02/26,中山,2.2,0.54,27.8,39.0,15,32,7.9,24.34,2.06,0.141,1.914,2.3,1.97,17.15,78.02
308,臺北市,2018/02/25,中山,1.3,0.62,16.6,35.0,22,34,9.13,25.34,2.16,0.157,2.005,1.18,0.76,15.97,96.47
309,臺北市,2018/02/24,中山,3.9,1.04,11.7,69.0,34,60,23.7,36.46,2.51,0.324,2.185,1.29,0.88,18.05,84.56
310,臺北市,2018/02/23,中山,2.9,0.59,28.8,50.0,24,30,6.92,23.33,2.05,0.137,1.908,2.59,2.23,16.66,81.12
311,臺北市,2018/02/22,中山,2.2,0.62,29.7,19.0,11,31,5.91,24.63,2.05,0.143,1.909,1.78,1.53,15.5,90.8
312,臺北市,2018/02/21,中山,1.0,0.59,26.9,18.0,10,25,5.76,19.35,2.04,0.129,1.91,2.07,1.56,17.12,88.65
313,臺北市,2018/02/20,中山,2.4,0.55,24.9,45.0,24,26,7.24,19.16,2.09,0.126,1.959,1.75,1.35,18.98,87.48
314,臺北市,2018/02/19,中山,2.6,0.74,19.1,42.0,26,37,10.7,26.36,2.25,0.193,2.059,1.38,0.85,21.7,70.08
315,臺北市,2018/02/18,中山,4.9,0.77,23.7,53.0,26,44,14.71,28.85,2.35,0.213,2.14,1.28,0.89,20.77,73.53
316,臺北市,2018/02/17,中山,1.8,0.41,38.2,36.0,20,16,3.98,12.34,1.97,0.073,1.9,2.85,2.35,18.08,79.65
317,臺北市,2018/02/16,中山,2.4,0.61,18.1,87.0,42,30,7.07,23.28,2.21,0.161,2.053,1.4,0.96,19.39,83.27
318,臺北市,2018/02/15,中山,2.0,1.01,24.9,46.0,27,55,19.89,35.44,2.5,0.32,2.175,1.04,0.73,21.27,60.83
319,臺北市,2018/02/14,中山,2.7,1.18,18.9,46.0,22,73,33.78,39.44,2.54,0.376,2.159,1.11,0.79,18.83,64.1
320,臺北市,2018/02/13,中山,1.6,0.64,26.2,82.0,22,39,10.03,29.47,2.12,0.175,1.941,2.64,2.24,15.93,63.29
321,臺北市,2018/02/12,中山,-,0.58,31.9,118.0,25,34,8.37,25.14,2.08,0.156,1.926,1.99,1.57,14.53,58.61
322,臺北市,2018/02/11,中山,-,0.53,29.9,51.0,19,26,6.27,19.65,2.05,0.12,1.933,1.66,1.22,12.98,85.39
323,臺北市,2018/02/10,中山,-,0.9,15.1,25.0,19,53,22.93,30.35,2.44,0.288,2.15,1.1,0.59,16.32,94.41
324,臺北市,2018/02/09,中山,5.4,1.23,11.9,30.0,20,92,52.73,38.83,2.55,0.448,2.102,1.25,1.02,16.13,96.44
325,臺北市,2018/02/08,中山,0.8,0.51,26.5,28.0,17,33,6.19,26.81,2.06,0.167,1.897,2.74,2.34,12.84,88.48
326,臺北市,2018/02/07,中山,3.6,0.56,19.3,36.0,18,38,9.84,28.36,2.07,0.159,1.909,2.49,2.2,11.92,86.79
327,臺北市,2018/02/06,中山,1.4,0.63,21.1,55.0,24,41,9.98,30.77,2.1,0.169,1.93,1.73,1.24,10.85,65.76
328,臺北市,2018/02/05,中山,1.1,0.57,17.0,19.0,13,39,11.03,28.18,2.09,0.177,1.913,1.24,0.74,8.55,88.99
329,臺北市,2018/02/04,中山,2.8,0.42,21.5,15.0,9,29,5.25,23.7,2.02,0.117,1.907,1.03,0.67,9.55,92.84
330,臺北市,2018/02/03,中山,1.2,0.63,26.7,35.0,25,30,6.49,23.38,2.06,0.139,1.922,1.21,0.63,10.56,87.97
331,臺北市,2018/02/02,中山,0.5,0.59,26.6,18.0,14,32,7.73,24.77,2.04,0.144,1.893,1.77,1.28,13.26,89.18
332,臺北市,2018/02/01,中山,0.8,0.83,18.8,34.0,24,38,11.92,25.81,2.13,0.189,1.941,1.65,1.11,12.4,87.37
333,臺北市,2018/01/31,中山,1.3,0.64,19.5,14.0,8,39,11.87,27.55,2.13,0.192,1.935,1.82,1.33,15.27,95.2
334,臺北市,2018/01/30,中山,0.7,0.52,22.0,13.0,7,33,9.75,23.39,2.02,0.134,1.885,2.34,1.98,13.2,94.16
335,臺北市,2018/01/29,中山,-,0.59,21.3,16.0,9,31,8.31,22.39,2.03,0.134,1.895,1.83,1.4,12.95,87.76
336,臺北市,2018/01/28,中山,-,0.65,9.3,22.0,11,40,14.69,25.37,2.22,0.218,2.004,1.27,0.84,16.74,91.03
337,臺北市,2018/01/27,中山,-,0.47,23.5,16.0,7,26,7.43,18.14,1.99,0.122,1.869,2.73,2.32,17.71,80.3
338,臺北市,2018/01/26,中山,-,0.42,25.2,13.0,6,25,7.49,17.48,1.95,0.11,1.843,2.88,2.31,16.55,84.79
339,臺北市,2018/01/25,中山,2.2,0.53,26.7,26.0,10,28,7.4,20.2,2.0,0.141,1.856,2.91,2.45,17.55,85.23
340,臺北市,2018/01/24,中山,1.7,0.59,30.3,48.0,19,30,7.08,22.61,2.03,0.14,1.888,3.02,2.44,17.48,81.33
341,臺北市,2018/01/23,中山,2.2,0.5,33.6,36.0,15,27,6.74,20.74,1.98,0.126,1.856,2.51,2.03,19.23,74.35
342,臺北市,2018/01/22,中山,1.5,0.76,28.7,37.0,15,32,9.48,22.78,2.13,0.175,1.953,2.26,1.72,18.14,84.23
343,臺北市,2018/01/21,中山,2.8,0.57,28.3,25.0,13,30,6.23,23.81,2.05,0.137,1.917,2.27,2.02,19.79,90.37
344,臺北市,2018/01/20,中山,4.1,0.6,33.5,34.0,21,24,3.05,20.98,2.01,0.118,1.895,2.7,2.32,19.12,92.85
345,臺北市,2018/01/19,中山,1.8,0.65,23.6,25.0,11,35,7.43,28.03,2.09,0.184,1.91,2.17,1.8,18.96,95.62
346,臺北市,2018/01/18,中山,6.4,0.52,27.5,27.0,10,-,-,-,1.97,0.127,1.841,2.66,2.28,21.05,86.69
347,臺北市,2018/01/17,中山,4.5,0.65,19.7,49.0,25,40,10.79,29.39,2.18,0.227,1.95,2.0,1.59,20.6,76.4
348,臺北市,2018/01/16,中山,3.9,1.06,12.8,47.0,19,69,30.76,37.99,2.52,0.435,2.088,1.17,0.86,19.68,71.03
349,臺北市,2018/01/15,中山,1.4,0.61,17.5,17.0,9,40,14.27,25.58,2.16,0.206,1.951,1.93,1.56,19.57,63.29
350,臺北市,2018/01/14,中山,1.4,0.45,22.4,16.0,6,28,6.91,21.34,2.03,0.137,1.892,1.92,1.55,16.98,66.63
351,臺北市,2018/01/13,中山,3.5,0.46,19.7,20.0,8,32,8.46,23.05,2.03,0.141,1.89,2.07,1.6,13.27,57.47
352,臺北市,2018/01/12,中山,2.4,0.53,22.8,43.0,16,34,10.16,24.14,2.05,0.154,1.9,1.41,0.66,11.8,50.62
353,臺北市,2018/01/11,中山,1.4,0.63,19.8,38.0,14,45,15.27,29.57,2.14,0.199,1.94,1.41,0.73,12.49,55.91
354,臺北市,2018/01/10,中山,2.7,0.6,23.2,28.0,15,38,11.77,25.99,2.06,0.167,1.893,1.26,0.8,12.54,60.52
355,臺北市,2018/01/09,中山,1.9,0.73,17.2,32.0,19,36,10.72,24.84,1.93,0.163,1.762,1.4,0.95,12.03,84.08
356,臺北市,2018/01/08,中山,2.2,1.01,8.0,15.0,7,64,35.48,28.13,2.13,0.3,1.833,1.38,0.88,18.01,97.13
357,臺北市,2018/01/07,中山,1.7,0.49,17.0,10.0,4,34,8.44,25.48,2.06,0.139,1.924,1.42,1.1,18.06,96.61
358,臺北市,2018/01/06,中山,2.1,0.47,22.8,9.0,6,25,5.28,19.45,2.01,0.115,1.89,2.58,2.22,17.33,95.52
359,臺北市,2018/01/05,中山,1.2,0.66,13.7,16.0,9,38,15.46,22.99,2.13,0.2,1.934,1.9,1.4,17.45,93.44
360,臺北市,2018/01/04,中山,2.5,0.73,21.8,43.0,17,42,14.27,27.39,2.16,0.24,1.923,1.8,1.43,21.09,80.98
361,臺北市,2018/01/03,中山,2.2,0.51,24.1,34.0,11,28,8.35,19.29,2.02,0.144,1.876,2.69,2.25,21.86,70.05
362,臺北市,2018/01/02,中山,1.2,0.54,26.6,37.0,12,29,8.28,20.28,2.02,0.138,1.883,2.9,2.5,20.49,73.74
363,臺北市,2018/01/01,中山,2.2,0.51,31.7,66.0,20,22,4.27,17.38,2.03,0.114,1.918,2.9,2.46,17.55,76.43
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
